Absolute path;Relative path;Class
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2419.txt;dataset_copy\2\2419.txt;2419.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2423.txt;dataset_copy\2\2423.txt;2423.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2433.txt;dataset_copy\2\2433.txt;2433.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2435.txt;dataset_copy\2\2435.txt;2435.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2436.txt;dataset_copy\2\2436.txt;2436.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2441.txt;dataset_copy\2\2441.txt;2441.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2454.txt;dataset_copy\2\2454.txt;2454.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2455.txt;dataset_copy\2\2455.txt;2455.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2464.txt;dataset_copy\2\2464.txt;2464.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2467.txt;dataset_copy\2\2467.txt;2467.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2468.txt;dataset_copy\2\2468.txt;2468.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2471.txt;dataset_copy\2\2471.txt;2471.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2476.txt;dataset_copy\2\2476.txt;2476.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2477.txt;dataset_copy\2\2477.txt;2477.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2485.txt;dataset_copy\2\2485.txt;2485.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2492.txt;dataset_copy\2\2492.txt;2492.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2494.txt;dataset_copy\2\2494.txt;2494.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2495.txt;dataset_copy\2\2495.txt;2495.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2504.txt;dataset_copy\2\2504.txt;2504.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2515.txt;dataset_copy\2\2515.txt;2515.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2522.txt;dataset_copy\2\2522.txt;2522.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2530.txt;dataset_copy\2\2530.txt;2530.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2559.txt;dataset_copy\2\2559.txt;2559.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2577.txt;dataset_copy\2\2577.txt;2577.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2616.txt;dataset_copy\2\2616.txt;2616.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2628.txt;dataset_copy\2\2628.txt;2628.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2637.txt;dataset_copy\2\2637.txt;2637.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2653.txt;dataset_copy\2\2653.txt;2653.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2658.txt;dataset_copy\2\2658.txt;2658.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2668.txt;dataset_copy\2\2668.txt;2668.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2674.txt;dataset_copy\2\2674.txt;2674.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2686.txt;dataset_copy\2\2686.txt;2686.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2756.txt;dataset_copy\2\2756.txt;2756.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2764.txt;dataset_copy\2\2764.txt;2764.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2766.txt;dataset_copy\2\2766.txt;2766.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2777.txt;dataset_copy\2\2777.txt;2777.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2791.txt;dataset_copy\2\2791.txt;2791.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2795.txt;dataset_copy\2\2795.txt;2795.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2797.txt;dataset_copy\2\2797.txt;2797.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2819.txt;dataset_copy\2\2819.txt;2819.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2825.txt;dataset_copy\2\2825.txt;2825.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2857.txt;dataset_copy\2\2857.txt;2857.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2869.txt;dataset_copy\2\2869.txt;2869.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2873.txt;dataset_copy\2\2873.txt;2873.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2879.txt;dataset_copy\2\2879.txt;2879.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2887.txt;dataset_copy\2\2887.txt;2887.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2900.txt;dataset_copy\2\2900.txt;2900.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2902.txt;dataset_copy\2\2902.txt;2902.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2904.txt;dataset_copy\2\2904.txt;2904.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2907.txt;dataset_copy\2\2907.txt;2907.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2911.txt;dataset_copy\2\2911.txt;2911.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2939.txt;dataset_copy\2\2939.txt;2939.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2959.txt;dataset_copy\2\2959.txt;2959.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2961.txt;dataset_copy\2\2961.txt;2961.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2964.txt;dataset_copy\2\2964.txt;2964.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\2996.txt;dataset_copy\2\2996.txt;2996.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3021.txt;dataset_copy\2\3021.txt;3021.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3036.txt;dataset_copy\2\3036.txt;3036.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3045.txt;dataset_copy\2\3045.txt;3045.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3054.txt;dataset_copy\2\3054.txt;3054.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3064.txt;dataset_copy\2\3064.txt;3064.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3066.txt;dataset_copy\2\3066.txt;3066.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3086.txt;dataset_copy\2\3086.txt;3086.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3094.txt;dataset_copy\2\3094.txt;3094.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3099.txt;dataset_copy\2\3099.txt;3099.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3107.txt;dataset_copy\2\3107.txt;3107.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3113.txt;dataset_copy\2\3113.txt;3113.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3117.txt;dataset_copy\2\3117.txt;3117.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3120.txt;dataset_copy\2\3120.txt;3120.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3133.txt;dataset_copy\2\3133.txt;3133.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3136.txt;dataset_copy\2\3136.txt;3136.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3152.txt;dataset_copy\2\3152.txt;3152.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3155.txt;dataset_copy\2\3155.txt;3155.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3171.txt;dataset_copy\2\3171.txt;3171.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3179.txt;dataset_copy\2\3179.txt;3179.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3184.txt;dataset_copy\2\3184.txt;3184.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3192.txt;dataset_copy\2\3192.txt;3192.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3201.txt;dataset_copy\2\3201.txt;3201.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3216.txt;dataset_copy\2\3216.txt;3216.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3223.txt;dataset_copy\2\3223.txt;3223.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3234.txt;dataset_copy\2\3234.txt;3234.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3255.txt;dataset_copy\2\3255.txt;3255.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3259.txt;dataset_copy\2\3259.txt;3259.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3265.txt;dataset_copy\2\3265.txt;3265.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3278.txt;dataset_copy\2\3278.txt;3278.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3279.txt;dataset_copy\2\3279.txt;3279.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3281.txt;dataset_copy\2\3281.txt;3281.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3295.txt;dataset_copy\2\3295.txt;3295.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3299.txt;dataset_copy\2\3299.txt;3299.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3313.txt;dataset_copy\2\3313.txt;3313.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3317.txt;dataset_copy\2\3317.txt;3317.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3324.txt;dataset_copy\2\3324.txt;3324.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3326.txt;dataset_copy\2\3326.txt;3326.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3336.txt;dataset_copy\2\3336.txt;3336.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3356.txt;dataset_copy\2\3356.txt;3356.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3378.txt;dataset_copy\2\3378.txt;3378.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3380.txt;dataset_copy\2\3380.txt;3380.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3390.txt;dataset_copy\2\3390.txt;3390.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3413.txt;dataset_copy\2\3413.txt;3413.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3423.txt;dataset_copy\2\3423.txt;3423.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3429.txt;dataset_copy\2\3429.txt;3429.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3435.txt;dataset_copy\2\3435.txt;3435.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3436.txt;dataset_copy\2\3436.txt;3436.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3443.txt;dataset_copy\2\3443.txt;3443.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3449.txt;dataset_copy\2\3449.txt;3449.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3450.txt;dataset_copy\2\3450.txt;3450.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3454.txt;dataset_copy\2\3454.txt;3454.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3483.txt;dataset_copy\2\3483.txt;3483.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3492.txt;dataset_copy\2\3492.txt;3492.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3519.txt;dataset_copy\2\3519.txt;3519.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3525.txt;dataset_copy\2\3525.txt;3525.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3528.txt;dataset_copy\2\3528.txt;3528.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3558.txt;dataset_copy\2\3558.txt;3558.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3563.txt;dataset_copy\2\3563.txt;3563.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3569.txt;dataset_copy\2\3569.txt;3569.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3575.txt;dataset_copy\2\3575.txt;3575.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3591.txt;dataset_copy\2\3591.txt;3591.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3601.txt;dataset_copy\2\3601.txt;3601.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3602.txt;dataset_copy\2\3602.txt;3602.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3606.txt;dataset_copy\2\3606.txt;3606.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3625.txt;dataset_copy\2\3625.txt;3625.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3636.txt;dataset_copy\2\3636.txt;3636.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3639.txt;dataset_copy\2\3639.txt;3639.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3647.txt;dataset_copy\2\3647.txt;3647.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3654.txt;dataset_copy\2\3654.txt;3654.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3678.txt;dataset_copy\2\3678.txt;3678.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3688.txt;dataset_copy\2\3688.txt;3688.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3696.txt;dataset_copy\2\3696.txt;3696.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3703.txt;dataset_copy\2\3703.txt;3703.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3705.txt;dataset_copy\2\3705.txt;3705.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3707.txt;dataset_copy\2\3707.txt;3707.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3712.txt;dataset_copy\2\3712.txt;3712.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3732.txt;dataset_copy\2\3732.txt;3732.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3737.txt;dataset_copy\2\3737.txt;3737.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3748.txt;dataset_copy\2\3748.txt;3748.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3759.txt;dataset_copy\2\3759.txt;3759.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3763.txt;dataset_copy\2\3763.txt;3763.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3768.txt;dataset_copy\2\3768.txt;3768.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3769.txt;dataset_copy\2\3769.txt;3769.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3781.txt;dataset_copy\2\3781.txt;3781.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3789.txt;dataset_copy\2\3789.txt;3789.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3790.txt;dataset_copy\2\3790.txt;3790.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3814.txt;dataset_copy\2\3814.txt;3814.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3817.txt;dataset_copy\2\3817.txt;3817.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3823.txt;dataset_copy\2\3823.txt;3823.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3847.txt;dataset_copy\2\3847.txt;3847.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3852.txt;dataset_copy\2\3852.txt;3852.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3859.txt;dataset_copy\2\3859.txt;3859.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3864.txt;dataset_copy\2\3864.txt;3864.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3878.txt;dataset_copy\2\3878.txt;3878.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3893.txt;dataset_copy\2\3893.txt;3893.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3914.txt;dataset_copy\2\3914.txt;3914.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3921.txt;dataset_copy\2\3921.txt;3921.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3941.txt;dataset_copy\2\3941.txt;3941.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3943.txt;dataset_copy\2\3943.txt;3943.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3946.txt;dataset_copy\2\3946.txt;3946.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3955.txt;dataset_copy\2\3955.txt;3955.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3964.txt;dataset_copy\2\3964.txt;3964.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3969.txt;dataset_copy\2\3969.txt;3969.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3983.txt;dataset_copy\2\3983.txt;3983.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3986.txt;dataset_copy\2\3986.txt;3986.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3992.txt;dataset_copy\2\3992.txt;3992.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\3995.txt;dataset_copy\2\3995.txt;3995.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4008.txt;dataset_copy\2\4008.txt;4008.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4013.txt;dataset_copy\2\4013.txt;4013.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4027.txt;dataset_copy\2\4027.txt;4027.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4028.txt;dataset_copy\2\4028.txt;4028.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4053.txt;dataset_copy\2\4053.txt;4053.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4073.txt;dataset_copy\2\4073.txt;4073.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4088.txt;dataset_copy\2\4088.txt;4088.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4089.txt;dataset_copy\2\4089.txt;4089.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4121.txt;dataset_copy\2\4121.txt;4121.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4125.txt;dataset_copy\2\4125.txt;4125.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4138.txt;dataset_copy\2\4138.txt;4138.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4141.txt;dataset_copy\2\4141.txt;4141.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4144.txt;dataset_copy\2\4144.txt;4144.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4160.txt;dataset_copy\2\4160.txt;4160.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4162.txt;dataset_copy\2\4162.txt;4162.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4187.txt;dataset_copy\2\4187.txt;4187.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4189.txt;dataset_copy\2\4189.txt;4189.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4198.txt;dataset_copy\2\4198.txt;4198.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4203.txt;dataset_copy\2\4203.txt;4203.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4226.txt;dataset_copy\2\4226.txt;4226.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4234.txt;dataset_copy\2\4234.txt;4234.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4243.txt;dataset_copy\2\4243.txt;4243.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4265.txt;dataset_copy\2\4265.txt;4265.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4276.txt;dataset_copy\2\4276.txt;4276.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4279.txt;dataset_copy\2\4279.txt;4279.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4297.txt;dataset_copy\2\4297.txt;4297.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4303.txt;dataset_copy\2\4303.txt;4303.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4321.txt;dataset_copy\2\4321.txt;4321.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4322.txt;dataset_copy\2\4322.txt;4322.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4333.txt;dataset_copy\2\4333.txt;4333.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4337.txt;dataset_copy\2\4337.txt;4337.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4341.txt;dataset_copy\2\4341.txt;4341.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4348.txt;dataset_copy\2\4348.txt;4348.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4356.txt;dataset_copy\2\4356.txt;4356.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4358.txt;dataset_copy\2\4358.txt;4358.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4359.txt;dataset_copy\2\4359.txt;4359.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4363.txt;dataset_copy\2\4363.txt;4363.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4372.txt;dataset_copy\2\4372.txt;4372.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\2\4381.txt;dataset_copy\2\4381.txt;4381.txt
